"Gemeinde_Nr","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Gemeinde_KT_i","Text_d","Text_f","Text_i"
11,69.4,69.4,30.6,"Ottenbach ZH","Ottenbach (ZH)","Ottenbach ZH","Ja zur Erhöhung des Frauenrentenalters auf 65 in Ottenbach mit 69,4 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 69,4 zugestimmt hat, ist die AHV-Reform in Ottenbach damit angenommen worden. Damit hat in Ottenbach im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 51,3 Prozent ein Nein in die Urne gelegt.","Les habitants d'Ottenbach approuvent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 69,4 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 69,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Ottenbach passe cette fois-ci du côté du oui.","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Ottenbach: i cittadini hanno approvato il testo con il 69,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 69,4 percento dei voti. Ottenbach ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
12,62.3,62.3,37.7,"Rifferswil ZH","Rifferswil (ZH)","Rifferswil ZH","Ja zur Erhöhung des Frauenrentenalters auf 65 in Rifferswil mit 62,3 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 62,3 zugestimmt hat, ist die AHV-Reform in Rifferswil damit angenommen worden. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Rifferswil der Rentenreform mit 62,3 zugestimmt.","Les habitants de Rifferswil approuvent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 62,3 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 62,3 pour cent des voix. Les électeurs de Rifferswil avaient déjà voté oui à la précédente réforme de l'AVS en 2017.","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Rifferswil: i cittadini hanno approvato il testo con il 62,3 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 62,3 percento dei voti. A Rifferswil come nel 2017 gli elettori hanno detto sì - con il 57,7 percento dei voti – alla riforma dell'AVS."
13,4.2,4.2,95.8,"Stallikon ZH","Stallikon (ZH)","Stallikon ZH","Nein zur Erhöhung des Frauenrentenalters auf 65 in Stallikon. Die Gemeinde hat das Volksbegehren mit 95,8 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 95,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Stallikon damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Stallikon eine Rentenreform mit 95,8 Nein-Stimmen abgelehnt.","A Stallikon, les habitants disent non à 95,8 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 95,8 pour cent de non. Les citoyens de Stallikon avaient déjà refusé la précédente révision de l'AVS en 2017.","Nel comune di Stallikon l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 95,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 4,2 percento dei voti. A Stallikon come nel 2017 gli elettroi hanno detto no - con il 55,8 percento dei voti – alla riforma dell'AVS."
14,93.6,93.6,6.4,"Wettswil am Albis ZH","Wettswil am Albis (ZH)","Wettswil am Albis ZH","Wettswil am Albis hat der Erhöhung des Frauenrentenalters auf 65 mit 93,6 Prozent  zugestimmt. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 93,6 zugestimmt hat, ist die AHV-Reform in Wettswil am Albis damit angenommen worden. Damit hat in Wettswil am Albis im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 52,3 Prozent ein Nein in die Urne gelegt.","Les habitants de Wettswil am Albis acceptent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 93,6 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 93,6 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Wettswil am Albis passe cette fois-ci du côté du oui.","Nel comune di Wettswil am Albis l'aumento dell'età pensionabile delle donne a 65 anni è stato accettato con il 93,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 93,6 percento dei voti. Wettswil am Albis ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1001,72.5,72.5,27.5,"Doppleschwand LU","Doppleschwand (LU)","Doppleschwand LU","72,5 Prozent der Stimmbürgerinnen und Stimmbürger von Doppleschwand haben die Erhöhung des Frauenrentenalters auf 65 angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 72,5 zugestimmt hat, ist die AHV-Reform in Doppleschwand damit angenommen worden. Damit hat in Doppleschwand im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 66 Prozent ein Nein in die Urne gelegt.","Les électeurs de Doppleschwand valident la révision de l'AVS, qui prévoit de relever l'âge du départ à la retraite des femmes, avec 72,5 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 72,5 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Doppleschwand passe cette fois-ci du côté du oui.","A Doppleschwand i cittadini hanno accolto, con il 72,5 percento dei voti, l'aumento dell'età pensionabile delle donne a 65 anni. Anche la seconda proposta concernente l'AVS è stata accettata con il 72,5 percento dei voti. Doppleschwand ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1002,31.2,31.2,68.8,"Entlebuch LU","Entlebuch (LU)","Entlebuch LU","In Entlebuch hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 68,8 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 68,8 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Entlebuch damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Entlebuch eine Rentenreform mit 68,8 Nein-Stimmen abgelehnt.","A Entlebuch, les habitants sont défavorables à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 68,8 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 68,8 pour cent de non. Les citoyens d'Entlebuch avaient déjà refusé la précédente révision de l'AVS en 2017.","I cittadini di Entlebuch si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 68,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 31,2 percento dei voti. A Entlebuch come nel 2017 gli elettroi hanno detto no - con il 65,2 percento dei voti – alla riforma dell'AVS."
1004,38.3,38.3,61.7,"Flühli LU","Flühli (LU)","Flühli LU","Nein zur Erhöhung des Frauenrentenalters auf 65 in Flühli. Die Gemeinde hat das Volksbegehren mit 61,7 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 61,7 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Flühli damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Flühli eine Rentenreform mit 61,7 Nein-Stimmen abgelehnt.","A Flühli, les habitants disent non à 61,7 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 61,7 pour cent de non. Les citoyens de Flühli avaient déjà refusé la précédente révision de l'AVS en 2017.","Nel comune di Flühli l'aumento dell'età pensionabile delle donne a 65 anni è stato respinto con il 61,7 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 38,3 percento dei voti. A Flühli come nel 2017 gli elettroi hanno detto no - con il 62,9 percento dei voti – alla riforma dell'AVS."
1005,67.8,67.8,32.2,"Hasle LU","Hasle (LU)","Hasle LU","Ja zur Erhöhung des Frauenrentenalters auf 65 in Hasle LU mit 67,8 Prozent. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 67,8 zugestimmt hat, ist die AHV-Reform in Hasle LU damit angenommen worden. Damit hat in Hasle LU im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 64,4 Prozent ein Nein in die Urne gelegt.","Les habitants de Hasle (LU) approuvent la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 67,8 pour cent de oui. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 67,8 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Hasle (LU) passe cette fois-ci du côté du oui.","Sì all'aumento dell'età pensionabile delle donne a 65 anni nel comune di Hasle LU: i cittadini hanno approvato il testo con il 67,8 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 67,8 percento dei voti. Hasle LU ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1007,80.4,80.4,19.6,"Romoos LU","Romoos (LU)","Romoos LU","Die Gemeinde Romoos hat die Erhöhung des Frauenrentenalters auf 65 mit 80,4 Prozent angenommen. Da die Gemeinde auch der Erhöhung der Mehrwertsteuer mit 80,4 zugestimmt hat, ist die AHV-Reform in Romoos damit angenommen worden. Damit hat in Romoos im Vergleich zur letzten AHV-Abstimmungim Jahr 2017 ein Meinungsumschwung stattgefunden. Damals hatte noch eine Mehrheit von 63,8 Prozent ein Nein in die Urne gelegt.","A Romoos, les habitants disent oui à 80,4 pour cent à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes. La deuxième proposition concernant l'AVS soumise au verdict des urnes ce dimanche a également été acceptée par 80,4 pour cent des voix. Dans le camp du non en 2017 lors de la précédente révision de l'AVS, Romoos passe cette fois-ci du côté du oui.","Nel comune di Romoos l'aumento dell'età pensionabile delle donne a 65 anni è stato approvato con il 80,4 percento dei voti. Anche la seconda proposta concernente l'AVS è stata accettata con il 80,4 percento dei voti. Romoos ha cambiato fazione: nel 2017 aveva rifiutato la riforma dell'AVS, mentre ora la approva."
1008,36.9,36.9,63.1,"Schüpfheim LU","Schüpfheim (LU)","Schüpfheim LU","Schüpfheim hat die Erhöhung des Frauenrentenalters auf 65 mit 63,1 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 63,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Schüpfheim damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Schüpfheim eine Rentenreform mit 63,1 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, ne passe pas la rampe à Schüpfheim avec 63,1 pour cent des suffrages. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 63,1 pour cent de non. Les citoyens de Schüpfheim avaient déjà refusé la précédente révision de l'AVS en 2017.","Da Schüpfheim è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 63,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 36,9 percento dei voti. A Schüpfheim come nel 2017 gli elettroi hanno detto no - con il 56,4 percento dei voti – alla riforma dell'AVS."
1009,8.1,8.1,91.9,"Werthenstein LU","Werthenstein (LU)","Werthenstein LU","In Werthenstein hat die Stimmbevölkerung die Erhöhung des Frauenrentenalters auf 65 mit 91,9 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 91,9 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Werthenstein damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Werthenstein eine Rentenreform mit 91,9 Nein-Stimmen abgelehnt.","A Werthenstein, les habitants sont défavorables à la réforme de l'AVS, qui passe par un relèvement de l'âge du départ à la retraite des femmes, avec 91,9 pour cent de non. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 91,9 pour cent de non. Les citoyens de Werthenstein avaient déjà refusé la précédente révision de l'AVS en 2017.","I cittadini di Werthenstein si sono opposti all'aumento dell'età pensionabile delle donne a 65 anni. Il testo è stato respinto con il 91,9 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 8,1 percento dei voti. A Werthenstein come nel 2017 gli elettroi hanno detto no - con il 63 percento dei voti – alla riforma dell'AVS."
1010,48.9,48.9,51.1,"Escholzmatt-Marbach LU","Escholzmatt-Marbach (LU)","Escholzmatt-Marbach LU","Escholzmatt-Marbach hat die Erhöhung des Frauenrentenalters auf 65 mit 51,1 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 51,1 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Escholzmatt-Marbach damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Escholzmatt-Marbach eine Rentenreform mit 51,1 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, ne passe pas la rampe à Escholzmatt-Marbach avec 51,1 pour cent des suffrages. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 51,1 pour cent de non. Les citoyens d'Escholzmatt-Marbach avaient déjà refusé la précédente révision de l'AVS en 2017.","Da Escholzmatt-Marbach è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 51,1 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 48,9 percento dei voti. A Escholzmatt-Marbach come nel 2017 gli elettroi hanno detto no - con il 63,4 percento dei voti – alla riforma dell'AVS."
1021,45.4,45.4,54.6,"Aesch LU","Aesch (LU)","Aesch LU","Aesch LU hat die Erhöhung des Frauenrentenalters auf 65 mit 54,6 Prozent abgelehnt. Da die Gemeinde auch die Erhöhung der Mehrwertsteuer mit 54,6 Nein-Stimmen abgelehnt hat, ist die AHV-Reform in Aesch LU damit gescheitert. Auch bei der letzten AHV-Abstimmung im Jahr 2017 hatte Aesch LU eine Rentenreform mit 54,6 Nein-Stimmen abgelehnt.","La réforme de l'AVS, qui prévoit de relever d'un an l'âge du départ à la retraite des femmes, ne passe pas la rampe à Aesch (LU) avec 54,6 pour cent des suffrages. L'autre proposition concernant la révision de l'AVS a aussi été refusée ce dimanche avec 54,6 pour cent de non. Les citoyens d'Aesch (LU) avaient déjà refusé la précédente révision de l'AVS en 2017.","Da Aesch LU è arrivato un ""no"" alle urne per l'aumento dell'età pensionabile delle donne a 65 anni. I cittadini hanno respinto il testo con il 54,6 percento dei voti. Anche la seconda proposta concernente l'AVS è stata respinta con il 45,4 percento dei voti. A Aesch LU come nel 2017 gli elettroi hanno detto no - con il 63,2 percento dei voti – alla riforma dell'AVS."
